NumTrees,MaxDepth,LeafSize,RMSE
51,43,1,27.4204812326749
100,43,1,25.716895123633
200,48,1,28.0669624860072
51,33,1,28.379518297019
100,48,1,26.4476964704211
30,45,1,36.0248927053399
30,44,1,28.125237002767
30,44,1,26.1163136323638
100,48,1,23.9271124649312
51,33,1,26.3560296278484
50,44,1,27.8328822649582
100,43,1,28.566411634157
51,44,1,25.2789780692101
51,44,1,29.322714542397
193,43,1,25.5414844770828
100,45,1,28.3337958418954
30,48,1,32.0433848614659
200,44,1,27.2731930475224
100,43,1,27.2912456288558
30,34,1,29.1588235377291
100,44,1,26.8746214512157
193,34,1,26.2295575173883
100,45,1,27.5298675257539
100,44,1,25.5794260234417
99,44,1,26.8922630050941
164,34,1,30.0645985525783
200,48,1,27.5630318248886
100,34,1,26.8807105057191
30,45,1,26.4269912736307
30,33,1,27.1831735789803
100,31,1,26.6316870647402
30,34,1,29.2242471200402
193,44,1,24.9068349548761
51,43,1,23.2881889664101
51,44,1,22.8536596467638
100,44,1,27.4275011308588
30,44,1,31.0601171695204
100,33,1,28.9054083111956
51,44,1,31.6739722044607
51,44,1,26.965655635107
199,48,1,27.1032437254523
30,45,1,25.8436266892504
100,44,1,24.3842617813797
51,44,1,27.2899353957873
30,34,1,27.3249118861476
164,45,1,28.249751467438
100,34,1,28.9655704234282
51,43,1,31.2782891464855
193,34,1,27.758323989412
51,44,1,28.0238930796013
51,43,1,25.0128203535186
100,48,1,26.3826514503855
30,34,1,31.8773867264978
100,44,1,26.5969079779185
51,33,1,30.8036359385164
100,44,1,25.9634327941168
51,44,1,26.6434298122126
50,44,1,25.8452321440261
100,31,1,29.9582993768747
51,43,1,26.8550609666963
193,45,1,28.2067674113231
30,44,1,26.3718946987526
30,44,1,24.5377742279284
199,44,1,27.6282500370089
30,33,1,26.9587586995214
100,48,1,26.6472030586303
51,44,1,21.9102494498885
193,44,1,26.0630277867748
100,43,1,28.5236830329415
51,43,1,28.5723925371608
51,45,1,24.2123243614289
51,44,1,27.8981515607467
100,34,1,27.5545399944243
164,31,1,33.2229569564469
100,34,1,26.6309553741601
51,43,1,28.3295859584464
100,44,1,27.8847920202581
100,44,1,25.9923494245734
100,44,1,26.6924730515592
30,44,1,30.5597845794679
100,45,1,26.56823626278
193,34,1,28.8048719616661
51,44,1,28.6919273525856
30,45,1,19.9801346684482
100,43,1,27.5554481721526
51,44,1,24.8656090341377
30,43,1,26.2302663848591
100,44,1,28.3041858835612
51,44,1,28.7359048863306
51,44,1,31.3872854568976
193,43,1,27.8191295021524
100,48,1,25.1679010497924
51,43,1,26.9892991864949
51,44,1,27.3077660933459
193,34,1,27.232713317308
30,45,1,24.7867247781549
51,33,1,29.6218200671588
193,34,1,25.4590248755844
193,34,1,26.8464991014684
30,45,1,27.9892409355741
51,44,1,29.9591475113431
51,45,1,24.4071100247246
51,48,1,28.8723797045782
30,45,1,31.1986394003635
50,44,1,28.9253830147862
193,43,1,27.145437997064
51,44,1,26.12558014502
30,44,1,24.7352613960046
100,48,1,34.6376401172529
193,34,1,26.217268096581
51,48,1,28.8598846960498
30,33,1,26.7987990328507
51,44,1,28.705905630898
51,44,1,27.9056649785796
51,44,1,26.3914717604325
199,44,1,25.5815893354559
100,34,1,25.8562741453754
51,43,1,27.1240400459645
100,48,1,27.5292168583072
30,45,1,29.0189189500301
30,34,1,31.8382853395094
100,44,1,24.8914416662753
193,34,1,26.9809216206409
30,43,1,34.1379100910023
100,44,1,28.2923518659159
30,34,1,28.7764402881063
51,44,1,30.5268551111074
51,33,1,30.5099521294328
30,45,1,25.8999442409982
100,34,1,28.1379330383476
51,44,1,29.1402295686225
51,44,1,29.8562327035097
164,34,1,26.339039799919
51,43,1,33.4074486200715
51,43,1,26.6533260357307
50,31,1,27.0527774707538
199,44,1,25.8351546767499
100,45,1,28.4376233525424
51,44,1,26.9132252083505
51,45,1,28.0080031723414
100,43,1,26.1839059980509
51,43,1,25.581383581267
51,44,1,28.4586890261049
100,44,1,27.2692279406952
100,45,1,25.8498788310076
193,45,1,27.7991002597672
30,45,1,32.785836934041
30,45,2,35.796136158705
100,44,1,27.7286307961405
51,45,1,30.79508814245
30,44,1,29.9569491361537
100,44,1,28.0005558726437
30,43,1,25.8202037501447
100,48,1,27.0415881582525
51,34,1,22.9490467706638
50,31,1,26.8405502447853
100,33,1,26.3525867487742
51,33,1,29.1599981080544
30,45,1,28.7527654843205
100,43,1,23.7931125750263
51,44,1,22.0533234834752
51,43,1,22.9581980305419
100,34,1,27.167178695677
30,43,1,23.8259414170272
51,43,1,28.8083919591023
51,45,1,29.0714218145848
30,45,1,23.8121579696168
51,45,1,27.6547402497001
30,34,1,29.7629232850803
199,44,1,29.0188900833031
100,34,1,25.7905665825478
51,44,1,26.6617567116446
100,34,1,25.2293190506744
51,43,1,22.5577503023706
193,34,1,27.7965661845885
51,44,1,30.0445007250035
51,44,1,26.5106373232467
51,45,1,26.5105836981051
51,44,1,26.7214739402756
193,44,1,25.8205796511346
51,48,1,25.5956713445755
51,44,1,25.6060476789755
51,44,1,28.8007046989641
100,44,1,24.2481865534282
199,45,1,26.5720933155577
100,45,1,27.5702871650025
50,43,1,28.3192564427105
30,45,1,31.4686358434428
51,44,1,27.5421389658993
199,44,2,35.6198817176102
51,45,1,22.8529395932015
51,43,1,30.4467818606943
199,44,1,26.3834984244925
99,44,1,28.1526775308072
30,45,2,39.5719371138161
100,44,1,25.3239549826059
51,45,1,24.4563527088068
30,33,1,29.2975253589177
193,34,1,25.7181481110416
51,44,1,31.3026477933865
51,43,1,32.3714918955484
51,45,1,27.8716886551525
51,34,1,28.1433012648729
51,44,1,25.5432717996998
100,45,1,23.7800750858841
51,43,1,27.5716411119484
100,44,1,25.8506041099556
51,44,1,26.8295851050618
51,45,1,31.5178644107852
51,45,1,24.6190785446978
51,44,1,25.8761967637028
51,44,2,34.7318737723967
51,44,1,29.0957450549319
30,48,2,40.8107473119985
30,45,1,33.0154647856925
100,34,1,24.6627259706436
51,45,1,25.8081089243463
51,33,1,31.2858687756844
30,44,1,30.5679479631434
30,33,1,31.9582208080308
100,43,1,26.5913979804004
51,44,1,23.9941964542005
51,45,1,29.5076380255444
51,45,1,28.4716603061207
51,43,1,30.5740358794236
50,31,1,23.1982563074835
100,34,1,26.4071032232969
100,43,1,27.3380589259394
51,45,1,25.763381215297
100,34,1,28.3842427911725
30,45,1,25.0497292309903
51,33,1,25.8772263506982
51,44,1,30.0737462831796
100,43,1,27.8467542016544
50,45,1,28.5896869353155
51,44,1,25.9584128760861
51,45,1,27.2106542181142
100,45,1,27.9065396355642
30,34,1,27.2555495115613
193,44,1,29.1862541562013
30,44,1,31.8976679627182
200,44,1,26.1620524657761
100,45,2,36.7367565625405
99,34,1,26.9401064016438
51,43,1,36.0305066223939
51,44,1,24.1112801874006
51,48,1,24.4687356511549
51,44,1,28.2095970649922
30,34,1,26.8157847651691
50,31,1,32.3138235702386
100,45,1,26.9752058980562
51,44,1,31.6081405849434
51,44,1,27.68727472031
51,45,1,24.1166966842123
100,45,1,25.7522541546287
50,31,1,32.151843606104
51,43,1,26.6591343936794
51,44,2,33.8449560811629
100,43,1,28.078298787942
100,44,1,24.7877485551711
51,44,1,26.2938602417675
100,44,1,29.9268493258384
51,48,1,24.8510503932678
51,48,1,27.3259624881612
51,34,1,26.694530312404
50,31,1,26.2670059605005
51,44,1,27.5208159477392
50,45,1,27.6969313226731
51,33,1,28.0189964749364
99,45,1,23.5178942266953
51,43,1,28.0093420154732
51,44,1,23.7590269080348
51,34,1,29.7617176517427
50,45,1,27.1267185762473
30,45,1,27.5480586659429
100,43,1,24.7587441793292
30,34,1,33.6087843343584
51,44,1,27.7593177026101
51,43,1,25.4759690136318
51,45,1,25.0147625454126
51,43,1,28.6191262574981
100,33,2,35.7574132609614
51,34,1,24.3479073043154
51,34,1,30.4147269153088
51,44,1,23.9948829024043
100,45,1,27.7028076767885
50,31,1,27.0181166987043
30,45,1,26.3410463948274
51,45,1,24.635482173947
51,43,1,27.6742615738336
51,44,1,27.5230996957136
51,43,1,30.4554285741317
50,31,1,29.109093221712
51,45,1,26.6195337604423
51,33,1,27.8723894829242
100,43,1,29.122457883297
51,45,1,28.4288861089426
