NumTrees,MaxDepth,LeafSize,RMSE
143,41,1,0.051854342594058
142,43,1,0.0516244405243395
141,43,1,0.0538252986034674
164,43,1,0.051818976090004
140,28,1,0.0544291431396566
142,42,1,0.0523579179859587
143,44,1,0.0503152040351614
100,42,1,0.0486426765679219
85,41,1,0.0541301897187587
142,41,1,0.0501477934754382
144,43,1,0.0539773428775189
144,34,1,0.0520841702161554
84,43,1,0.0531788891635581
141,43,1,0.0532331183960788
144,31,1,0.0549448521873908
143,42,1,0.0521870346175354
142,42,1,0.0552858716234599
100,34,1,0.0507105727405232
143,43,1,0.0521972382861543
142,41,1,0.0524658891756154
140,44,1,0.0542980100950974
85,30,1,0.0532321269904778
141,44,1,0.0533225367141132
142,42,1,0.0525486373664935
84,43,1,0.0524413133703477
85,42,1,0.055015520867714
143,44,1,0.055265894530956
142,42,1,0.0504895849875669
100,42,1,0.0498644773429529
142,41,1,0.0536115084003271
143,44,1,0.0524333392752081
164,43,1,0.0521455805814159
164,34,1,0.0529599323111381
141,43,1,0.0535296236847147
142,42,1,0.0549942746601965
143,42,1,0.0512391364595571
100,42,1,0.0515573823876603
143,44,1,0.0519952830993447
142,43,1,0.0499803747760348
142,43,1,0.0533651442618856
140,42,1,0.0510580727026002
142,34,1,0.0545473911549162
100,34,1,0.0533140611336838
144,41,1,0.0528769151303784
142,43,1,0.0522030367949282
100,34,1,0.0555715826083787
140,44,1,0.0486735959588456
85,42,2,0.0640821056649348
142,42,1,0.0527957385117675
142,32,1,0.0502956578954338
163,43,1,0.0537903600141801
140,41,1,0.0521661681025487
143,42,1,0.0516734377845107
143,43,1,0.0503525437558997
85,41,1,0.0535187651562692
144,41,1,0.0530999891435619
144,31,1,0.0543447503856436
141,43,1,0.0526499726141908
85,43,1,0.0555336887537932
144,44,1,0.0513759207356059
100,42,1,0.0520969302646814
143,43,1,0.0505875570755916
142,43,1,0.0532867651085291
84,43,1,0.0514109158932486
142,42,1,0.0535510115191061
140,44,1,0.0510626488954333
85,41,1,0.0562569412494296
164,43,1,0.0519298943251705
142,42,1,0.0532877494018085
143,44,2,0.0704165036376635
86,43,1,0.0508916346113966
101,42,2,0.0688993038428571
164,43,2,0.0683003405499713
143,41,2,0.0668055241635205
85,43,1,0.0487625687588903
142,41,1,0.0535972049607609
143,43,1,0.052162229543392
143,42,2,0.0697637312218166
140,44,1,0.0537126559499313
85,43,1,0.0505987266131653
100,42,1,0.0534039059340278
142,32,1,0.0562560786779851
164,42,1,0.0551992714086758
100,42,1,0.0572156746653714
85,41,1,0.0542217598101215
100,42,1,0.0544789959105025
143,43,1,0.0522752320695116
85,43,1,0.0508929694552184
164,34,1,0.0516221941395402
143,42,1,0.050128051231682
142,42,1,0.0530352282826528
142,42,1,0.0526620343021707
142,44,1,0.0555684345656495
100,42,1,0.0524297162113665
100,34,1,0.053530043384361
164,42,1,0.0531819524611362
142,44,1,0.0520247539765017
143,43,1,0.0517764871280112
85,43,1,0.0514790501337004
86,43,1,0.0582986985378955
142,34,1,0.0542159551719538
140,41,1,0.0508897554110534
142,42,1,0.0545422649665198
86,43,1,0.0519138913327161
144,41,1,0.0519128608485915
143,43,1,0.052759987886117
142,44,1,0.0530912719765748
140,44,1,0.0491002653103722
143,41,1,0.0538050195843526
84,41,1,0.0520028120310579
84,43,1,0.0534611757986997
85,43,1,0.0521968934123937
144,41,1,0.0512368075044336
143,42,1,0.053753241359776
164,43,1,0.0549064314219599
85,42,1,0.0544267007098895
140,44,1,0.0537613029148478
140,43,1,0.0516033076567846
86,43,1,0.0510930905078125
140,44,1,0.0525988402204
143,32,1,0.0537859384842902
85,43,2,0.0664620107064909
141,43,1,0.0485615859850123
100,42,1,0.0513555165058204
100,42,1,0.0509424742715234
144,31,1,0.0516338373866406
140,44,1,0.0530668713532966
142,43,1,0.0504283374431946
141,43,1,0.052158179227926
140,44,1,0.0508832275054995
143,42,1,0.0533142484043546
144,31,1,0.0519191460619733
144,44,1,0.054249171466962
140,43,1,0.0519443965345758
140,43,1,0.0507217198945513
143,43,1,0.050667393622608
100,42,1,0.0530467525234855
100,34,1,0.0568217161473621
